vref,Protasis,Protasis IDs,Protasis Glosses,Protasis Greek,Apodosis,Apodosis IDs,Apodosis Glosses,Apodosis Greek,result,Duplicates,Possible_Tokens
PHP 2:17,even if I am to be poured out as a drink offering upon the sacrificial offering of your faith,"('n50002017002', 'n50002017003', 'n50002017004', 'n50002017005', 'n50002017006', 'n50002017007', 'n50002017008', 'n50002017009', 'n50002017010', 'n50002017011', 'n50002017012')","('if', 'even', 'I am being poured out as a drink offering', 'on', 'the', 'sacrifice', 'and', 'service', 'of the', 'faith', 'of you')","('εἰ', 'καὶ', 'σπένδομαι', 'ἐπὶ', 'τῇ', 'θυσίᾳ', 'καὶ', 'λειτουργίᾳ', 'τῆς', 'πίστεως', 'ὑμῶν')",I am glad and rejoice with you all,"('n50002017013', 'n50002017014', 'n50002017015', 'n50002017016', 'n50002017017')","('I am glad', 'and', 'rejoice with', 'all', 'you')","('χαίρω', 'καὶ', 'συγχαίρω', 'πᾶσιν', 'ὑμῖν')",pass,Protasis IDs duplicated,"[('n50002017001', 'But', 'ἀλλὰ'), ('n50002017002', 'if', 'εἰ'), ('n50002017003', 'even', 'καὶ'), ('n50002017004', 'I am being poured out as a drink offering', 'σπένδομαι'), ('n50002017005', 'on', 'ἐπὶ'), ('n50002017006', 'the', 'τῇ'), ('n50002017007', 'sacrifice', 'θυσίᾳ'), ('n50002017008', 'and', 'καὶ'), ('n50002017009', 'service', 'λειτουργίᾳ'), ('n50002017010', 'of the', 'τῆς'), ('n50002017011', 'faith', 'πίστεως'), ('n50002017012', 'of you', 'ὑμῶν'), ('n50002017013', 'I am glad', 'χαίρω'), ('n50002017014', 'and', 'καὶ'), ('n50002017015', 'rejoice with', 'συγχαίρω'), ('n50002017016', 'all', 'πᾶσιν'), ('n50002017017', 'you', 'ὑμῖν')]"
PHP 3:4,if anyone else thinks he has reason for confidence in the flesh,"('n50003004008', 'n50003004009', 'n50003004010', 'n50003004011', 'n50003004012', 'n50003004013', 'n50003004014', 'n50003004015')","('If', 'any', 'thinks', 'other', 'to have confidence', 'in', '[the] flesh', 'I')","('Εἴ', 'τις', 'δοκεῖ', 'ἄλλος', 'πεποιθέναι', 'ἐν', 'σαρκί', 'ἐγὼ')",I have more,"('n50003004016',)","('more',)","('μᾶλλον',)",pass,Protasis IDs duplicated,"[('n50003004001', 'though', 'καίπερ'), ('n50003004002', 'I', 'ἐγὼ'), ('n50003004003', 'have', 'ἔχων'), ('n50003004004', 'confidence', 'πεποίθησιν'), ('n50003004005', 'even', 'καὶ'), ('n50003004006', 'in', 'ἐν'), ('n50003004007', '[the] flesh', 'σαρκί'), ('n50003004008', 'If', 'Εἴ'), ('n50003004009', 'any', 'τις'), ('n50003004010', 'thinks', 'δοκεῖ'), ('n50003004011', 'other', 'ἄλλος'), ('n50003004012', 'to have confidence', 'πεποιθέναι'), ('n50003004013', 'in', 'ἐν'), ('n50003004014', '[the] flesh', 'σαρκί'), ('n50003004015', 'I', 'ἐγὼ'), ('n50003004016', 'more', 'μᾶλλον')]"
PHP 3:15,if in anything you think otherwise,"('n50003015007', 'n50003015008', 'n50003015009', 'n50003015010')","('if [in]', 'anything', 'differently', 'you are minded')","('εἴ', 'τι', 'ἑτέρως', 'φρονεῖτε')",God will reveal that also to you,"('n50003015013', 'n50003015014', 'n50003015015', 'n50003015016')","('-', 'God', 'to you', 'will reveal')","('ὁ', 'θεὸς', 'ὑμῖν', 'ἀποκαλύψει')",pass,,"[('n50003015001', 'As many as', 'ὅσοι'), ('n50003015002', 'therefore', 'οὖν'), ('n50003015003', '[are] mature', 'τέλειοι'), ('n50003015004', 'this', 'τοῦτο'), ('n50003015005', 'should be of mind', 'φρονῶμεν'), ('n50003015006', 'and', 'καὶ'), ('n50003015007', 'if [in]', 'εἴ'), ('n50003015008', 'anything', 'τι'), ('n50003015009', 'differently', 'ἑτέρως'), ('n50003015010', 'you are minded', 'φρονεῖτε'), ('n50003015011', 'even', 'καὶ'), ('n50003015012', 'this', 'τοῦτο'), ('n50003015013', '-', 'ὁ'), ('n50003015014', 'God', 'θεὸς'), ('n50003015015', 'to you', 'ὑμῖν'), ('n50003015016', 'will reveal', 'ἀποκαλύψει')]"
PHP 4:8,"if there is any excellence, if there is anything worthy of praise","('n50004008017', 'n50004008018', 'n50004008019', 'n50004008020', 'n50004008021', 'n50004008022', 'n50004008023')","('if', 'any', 'excellence', 'and', 'if', 'any', 'praise')","('εἴ', 'τις', 'ἀρετὴ', 'καὶ', 'εἴ', 'τις', 'ἔπαινος')",think about these things,"('n50004008024', 'n50004008025')","('these things', 'think on')","('ταῦτα', 'λογίζεσθε')",pass,,"[('n50004008001', '-', 'Τὸ'), ('n50004008002', 'Finally', 'λοιπόν'), ('n50004008003', 'brothers', 'ἀδελφοί'), ('n50004008004', 'whatever', 'ὅσα'), ('n50004008005', 'is', 'ἐστὶν'), ('n50004008006', 'TRUE', 'ἀληθῆ'), ('n50004008007', 'whatever', 'ὅσα'), ('n50004008008', 'venerable', 'σεμνά'), ('n50004008009', 'whatever', 'ὅσα'), ('n50004008010', 'right', 'δίκαια'), ('n50004008011', 'whatever', 'ὅσα'), ('n50004008012', 'pure', 'ἁγνά'), ('n50004008013', 'whatever', 'ὅσα'), ('n50004008014', 'lovely', 'προσφιλῆ'), ('n50004008015', 'whatever', 'ὅσα'), ('n50004008016', 'admirable', 'εὔφημα'), ('n50004008017', 'if', 'εἴ'), ('n50004008018', 'any', 'τις'), ('n50004008019', 'excellence', 'ἀρετὴ'), ('n50004008020', 'and', 'καὶ'), ('n50004008021', 'if', 'εἴ'), ('n50004008022', 'any', 'τις'), ('n50004008023', 'praise', 'ἔπαινος'), ('n50004008024', 'these things', 'ταῦτα'), ('n50004008025', 'think on', 'λογίζεσθε')]"
PHP 1:18,whether in pretense or in truth,"('n50001018007', 'n50001018008', 'n50001018009', 'n50001018010')","('whether', 'in pretext', 'or', 'in truth')","('εἴτε', 'προφάσει', 'εἴτε', 'ἀληθείᾳ')",Christ is proclaimed,"('n50001018011', 'n50001018012')","('Christ', 'is proclaimed')","('Χριστὸς', 'καταγγέλλεται')",pass,,"[('n50001018001', 'What', 'τί'), ('n50001018002', 'then', 'γάρ'), ('n50001018003', 'Only', 'πλὴν'), ('n50001018004', 'that', 'ὅτι'), ('n50001018005', 'in every', 'παντὶ'), ('n50001018006', 'way', 'τρόπῳ'), ('n50001018007', 'whether', 'εἴτε'), ('n50001018008', 'in pretext', 'προφάσει'), ('n50001018009', 'or', 'εἴτε'), ('n50001018010', 'in truth', 'ἀληθείᾳ'), ('n50001018011', 'Christ', 'Χριστὸς'), ('n50001018012', 'is proclaimed', 'καταγγέλλεται'), ('n50001018013', 'And', 'καὶ'), ('n50001018014', 'in', 'ἐν'), ('n50001018015', 'this', 'τούτῳ'), ('n50001018016', 'I rejoice', 'χαίρω'), ('n50001018017', 'Yes', 'ἀλλὰ'), ('n50001018018', 'and', 'καὶ'), ('n50001018019', 'I will rejoice', 'χαρήσομαι')]"
PHP 1:20,whether by life or by death,"('n50001020025', 'n50001020026', 'n50001020027', 'n50001020028', 'n50001020029', 'n50001020030')","('whether', 'by', 'life', 'or', 'by', 'death')","('εἴτε', 'διὰ', 'ζωῆς', 'εἴτε', 'διὰ', 'θανάτου')",with full courage now as always Christ will be honoured in my body,"('n50001020016', 'n50001020017', 'n50001020018', 'n50001020019', 'n50001020020', 'n50001020021', 'n50001020022', 'n50001020023', 'n50001020024')","('always', 'also', 'now', 'will be magnified', 'Christ', 'in', 'the', 'body', 'of me')","('πάντοτε', 'καὶ', 'νῦν', 'μεγαλυνθήσεται', 'Χριστὸς', 'ἐν', 'τῷ', 'σώματί', 'μου')",pass,,"[('n50001020001', 'according to', 'κατὰ'), ('n50001020002', 'the', 'τὴν'), ('n50001020003', 'earnest expectation', 'ἀποκαραδοκίαν'), ('n50001020004', 'and', 'καὶ'), ('n50001020005', 'hope', 'ἐλπίδα'), ('n50001020006', 'of me', 'μου'), ('n50001020007', 'that', 'ὅτι'), ('n50001020008', 'in', 'ἐν'), ('n50001020009', 'nothing', 'οὐδενὶ'), ('n50001020010', 'I will be ashamed', 'αἰσχυνθήσομαι'), ('n50001020011', 'but', 'ἀλλ’'), ('n50001020012', 'in', 'ἐν'), ('n50001020013', 'all', 'πάσῃ'), ('n50001020014', 'boldness', 'παρρησίᾳ'), ('n50001020015', 'as', 'ὡς'), ('n50001020016', 'always', 'πάντοτε'), ('n50001020017', 'also', 'καὶ'), ('n50001020018', 'now', 'νῦν'), ('n50001020019', 'will be magnified', 'μεγαλυνθήσεται'), ('n50001020020', 'Christ', 'Χριστὸς'), ('n50001020021', 'in', 'ἐν'), ('n50001020022', 'the', 'τῷ'), ('n50001020023', 'body', 'σώματί'), ('n50001020024', 'of me', 'μου'), ('n50001020025', 'whether', 'εἴτε'), ('n50001020026', 'by', 'διὰ'), ('n50001020027', 'life', 'ζωῆς'), ('n50001020028', 'or', 'εἴτε'), ('n50001020029', 'by', 'διὰ'), ('n50001020030', 'death', 'θανάτου')]"
PHP 1:27,so that whether I come and see you or am absent,"('n50001027008', 'n50001027009', 'n50001027010', 'n50001027011', 'n50001027012', 'n50001027013', 'n50001027014', 'n50001027015')","('so that', 'whether', 'having come', 'and', 'having seen', 'you', 'or', 'being absent')","('ἵνα', 'εἴτε', 'ἐλθὼν', 'καὶ', 'ἰδὼν', 'ὑμᾶς', 'εἴτε', 'ἀπὼν')","I may hear of you that you are standing firm in one spirit, with one mind striving side by side for faith of the gospel","('n50001027016', 'n50001027017', 'n50001027018', 'n50001027019', 'n50001027020', 'n50001027021', 'n50001027022', 'n50001027023', 'n50001027024', 'n50001027025', 'n50001027026', 'n50001027027', 'n50001027028', 'n50001027029', 'n50001027030', 'n50001027031')","('I might hear', 'the things', 'concerning', 'you', 'that', 'you are standing firm', 'in', 'one', 'spirit', 'with one', 'mind', 'striving together', 'for the', 'faith', 'of the', 'gospel')","('ἀκούω', 'τὰ', 'περὶ', 'ὑμῶν', 'ὅτι', 'στήκετε', 'ἐν', 'ἑνὶ', 'πνεύματι', 'μιᾷ', 'ψυχῇ', 'συναθλοῦντες', 'τῇ', 'πίστει', 'τοῦ', 'εὐαγγελίου')",pass,,"[('n50001027001', 'Only', 'Μόνον'), ('n50001027002', 'worthily', 'ἀξίως'), ('n50001027003', 'of the', 'τοῦ'), ('n50001027004', 'gospel', 'εὐαγγελίου'), ('n50001027005', '-', 'τοῦ'), ('n50001027006', 'of Christ', 'Χριστοῦ'), ('n50001027007', 'conduct yourselves', 'πολιτεύεσθε'), ('n50001027008', 'so that', 'ἵνα'), ('n50001027009', 'whether', 'εἴτε'), ('n50001027010', 'having come', 'ἐλθὼν'), ('n50001027011', 'and', 'καὶ'), ('n50001027012', 'having seen', 'ἰδὼν'), ('n50001027013', 'you', 'ὑμᾶς'), ('n50001027014', 'or', 'εἴτε'), ('n50001027015', 'being absent', 'ἀπὼν'), ('n50001027016', 'I might hear', 'ἀκούω'), ('n50001027017', 'the things', 'τὰ'), ('n50001027018', 'concerning', 'περὶ'), ('n50001027019', 'you', 'ὑμῶν'), ('n50001027020', 'that', 'ὅτι'), ('n50001027021', 'you are standing firm', 'στήκετε'), ('n50001027022', 'in', 'ἐν'), ('n50001027023', 'one', 'ἑνὶ'), ('n50001027024', 'spirit', 'πνεύματι'), ('n50001027025', 'with one', 'μιᾷ'), ('n50001027026', 'mind', 'ψυχῇ'), ('n50001027027', 'striving together', 'συναθλοῦντες'), ('n50001027028', 'for the', 'τῇ'), ('n50001027029', 'faith', 'πίστει'), ('n50001027030', 'of the', 'τοῦ'), ('n50001027031', 'gospel', 'εὐαγγελίου')]"
PHP 3:11,that by any means possible I may attain the resurrection from the dead,"('n50003011001', 'n50003011002', 'n50003011003', 'n50003011004', 'n50003011005', 'n50003011006', 'n50003011007', 'n50003011008', 'n50003011009')","('if', 'by any means', 'I may attain', 'to', 'the', 'resurrection', '-', 'out from', 'dead')","('εἴ', 'πως', 'καταντήσω', 'εἰς', 'τὴν', 'ἐξανάστασιν', 'τὴν', 'ἐκ', 'νεκρῶν')",NaN,(),(),(),fail,,"[('n50003011001', 'if', 'εἴ'), ('n50003011002', 'by any means', 'πως'), ('n50003011003', 'I may attain', 'καταντήσω'), ('n50003011004', 'to', 'εἰς'), ('n50003011005', 'the', 'τὴν'), ('n50003011006', 'resurrection', 'ἐξανάστασιν'), ('n50003011007', '-', 'τὴν'), ('n50003011008', 'out from', 'ἐκ'), ('n50003011009', 'dead', 'νεκρῶν')]"
PHP 3:12,to make it my own,"('n50003012008', 'n50003012009', 'n50003012010', 'n50003012011', 'n50003012012', 'n50003012013', 'n50003012014', 'n50003012015', 'n50003012016', 'n50003012017', 'n50003012018')","('I am pursuing', 'however', 'if', 'also', 'I may lay hold', 'of', 'that for which', 'also', 'I was laid hold of', 'by', 'Christ')","('διώκω', 'δὲ', 'εἰ', 'καὶ', 'καταλάβω', 'ἐφ’', 'ᾧ', 'καὶ', 'κατελήμφθην', 'ὑπὸ', 'Χριστοῦ')",but I press on,"('n50003012001', 'n50003012002', 'n50003012003', 'n50003012004', 'n50003012005', 'n50003012006', 'n50003012007')","('Not', 'that', 'already', 'I have obtained [it]', 'or', 'already', 'have been perfected')","('Οὐχ', 'ὅτι', 'ἤδη', 'ἔλαβον', 'ἢ', 'ἤδη', 'τετελείωμαι')",pass,Protasis IDs duplicated,"[('n50003012001', 'Not', 'Οὐχ'), ('n50003012002', 'that', 'ὅτι'), ('n50003012003', 'already', 'ἤδη'), ('n50003012004', 'I have obtained [it]', 'ἔλαβον'), ('n50003012005', 'or', 'ἢ'), ('n50003012006', 'already', 'ἤδη'), ('n50003012007', 'have been perfected', 'τετελείωμαι'), ('n50003012008', 'I am pursuing', 'διώκω'), ('n50003012009', 'however', 'δὲ'), ('n50003012010', 'if', 'εἰ'), ('n50003012011', 'also', 'καὶ'), ('n50003012012', 'I may lay hold', 'καταλάβω'), ('n50003012013', 'of', 'ἐφ’'), ('n50003012014', 'that for which', 'ᾧ'), ('n50003012015', 'also', 'καὶ'), ('n50003012016', 'I was laid hold of', 'κατελήμφθην'), ('n50003012017', 'by', 'ὑπὸ'), ('n50003012018', 'Christ', 'Χριστοῦ')]"
PHP 4:15,except you only,"('n50004015024', 'n50004015025', 'n50004015026', 'n50004015027')","('if', 'not', 'you', 'alone')","('εἰ', 'μὴ', 'ὑμεῖς', 'μόνοι')",no church entered into partnership with me in giving and receiving,"('n50004015017', 'n50004015018', 'n50004015019', 'n50004015020', 'n50004015021', 'n50004015022', 'n50004015023')","('church', 'had partnership', 'with regard to', 'the matter', 'of giving', 'and', 'receiving')","('ἐκκλησία', 'ἐκοινώνησεν', 'εἰς', 'λόγον', 'δόσεως', 'καὶ', 'λήμψεως')",fail,Protasis IDs duplicated,"[('n50004015001', 'Know', 'Οἴδατε'), ('n50004015002', 'now', 'δὲ'), ('n50004015003', 'also', 'καὶ'), ('n50004015004', 'you', 'ὑμεῖς'), ('n50004015005', 'Philippians', 'Φιλιππήσιοι'), ('n50004015006', 'that', 'ὅτι'), ('n50004015007', 'in', 'ἐν'), ('n50004015008', '[the] beginning', 'ἀρχῇ'), ('n50004015009', 'of the', 'τοῦ'), ('n50004015010', 'gospel', 'εὐαγγελίου'), ('n50004015011', 'when', 'ὅτε'), ('n50004015012', 'I went out', 'ἐξῆλθον'), ('n50004015013', 'from', 'ἀπὸ'), ('n50004015014', 'Macedonia', 'Μακεδονίας'), ('n50004015015', 'not one', 'οὐδεμία'), ('n50004015016', 'with me', 'μοι'), ('n50004015017', 'church', 'ἐκκλησία'), ('n50004015018', 'had partnership', 'ἐκοινώνησεν'), ('n50004015019', 'with regard to', 'εἰς'), ('n50004015020', 'the matter', 'λόγον'), ('n50004015021', 'of giving', 'δόσεως'), ('n50004015022', 'and', 'καὶ'), ('n50004015023', 'receiving', 'λήμψεως'), ('n50004015024', 'if', 'εἰ'), ('n50004015025', 'not', 'μὴ'), ('n50004015026', 'you', 'ὑμεῖς'), ('n50004015027', 'alone', 'μόνοι')]"
COL 1:22,NaN,"('n51001022003', 'n51001022020', 'n51001022021')","('be reconciled', 'before', 'Him')","('ἀποκατηλλάγητε', 'κατενώπιον', 'αὐτοῦ')",NaN,"('n51001022013', 'n51001022014', 'n51001022015', 'n51001022017', 'n51001022019', 'n51001022020', 'n51001022021')","('to present', 'you', 'holy', 'unblemished', 'blameless', 'before', 'Him')","('παραστῆσαι', 'ὑμᾶς', 'ἁγίους', 'ἀμώμους', 'ἀνεγκλήτους', 'κατενώπιον', 'αὐτοῦ')",pass,,"[('n51001022001', 'now', 'νυνὶ'), ('n51001022002', 'however', 'δὲ'), ('n51001022003', nan, 'ἀποκατηλλάγητε'), ('n51001022004', 'in', 'ἐν'), ('n51001022005', 'the', 'τῷ'), ('n51001022006', 'body', 'σώματι'), ('n51001022007', 'of the', 'τῆς'), ('n51001022008', 'flesh', 'σαρκὸς'), ('n51001022009', 'of Him', 'αὐτοῦ'), ('n51001022010', 'through', 'διὰ'), ('n51001022011', '-', 'τοῦ'), ('n51001022012', 'death', 'θανάτου'), ('n51001022013', 'to present', 'παραστῆσαι'), ('n51001022014', 'you', 'ὑμᾶς'), ('n51001022015', 'holy', 'ἁγίους'), ('n51001022016', 'and', 'καὶ'), ('n51001022017', 'unblemished', 'ἀμώμους'), ('n51001022018', 'and', 'καὶ'), ('n51001022019', 'blameless', 'ἀνεγκλήτους'), ('n51001022020', 'before', 'κατενώπιον'), ('n51001022021', 'Him', 'αὐτοῦ')]"
COL 2:5,for though I am absent in body,"('n51002005001', 'n51002005006', 'n51002005008', 'n51002005009', 'n51002005010', 'n51002005011')","('If', 'I am absent', '-', 'in spirit', 'with', 'you')","('εἰ', 'ἄπειμι', 'τῷ', 'πνεύματι', 'σὺν', 'ὑμῖν')",yet I am with you in spirit,"('n51002005012', 'n51002005013', 'n51002005014', 'n51002005015', 'n51002005016', 'n51002005017', 'n51002005018', 'n51002005019', 'n51002005020', 'n51002005021', 'n51002005022', 'n51002005023', 'n51002005024', 'n51002005025', 'n51002005026')","('I am', 'rejoicing', 'and', 'seeing', 'your', '-', 'good order', 'and', 'the', 'firmness', 'of the', 'in', 'Christ', 'faith', 'of you')","('εἰμι', 'χαίρων', 'καὶ', 'βλέπων', 'ὑμῶν', 'τὴν', 'τάξιν', 'καὶ', 'τὸ', 'στερέωμα', 'τῆς', 'εἰς', 'Χριστὸν', 'πίστεως', 'ὑμῶν')",pass,,"[('n51002005001', 'If', 'εἰ'), ('n51002005002', 'truly', 'γὰρ'), ('n51002005003', 'indeed', 'καὶ'), ('n51002005004', 'in the', 'τῇ'), ('n51002005005', 'flesh', 'σαρκὶ'), ('n51002005006', 'I am absent', 'ἄπειμι'), ('n51002005007', 'yet', 'ἀλλὰ'), ('n51002005008', '-', 'τῷ'), ('n51002005009', 'in spirit', 'πνεύματι'), ('n51002005010', 'with', 'σὺν'), ('n51002005011', 'you', 'ὑμῖν'), ('n51002005012', 'I am', 'εἰμι'), ('n51002005013', 'rejoicing', 'χαίρων'), ('n51002005014', 'and', 'καὶ'), ('n51002005015', 'seeing', 'βλέπων'), ('n51002005016', 'your', 'ὑμῶν'), ('n51002005017', '-', 'τὴν'), ('n51002005018', 'good order', 'τάξιν'), ('n51002005019', 'and', 'καὶ'), ('n51002005020', 'the', 'τὸ'), ('n51002005021', 'firmness', 'στερέωμα'), ('n51002005022', 'of the', 'τῆς'), ('n51002005023', 'in', 'εἰς'), ('n51002005024', 'Christ', 'Χριστὸν'), ('n51002005025', 'faith', 'πίστεως'), ('n51002005026', 'of you', 'ὑμῶν')]"
COL 2:20,if with Christ you died to the elemental spirits of the world,"('n51002020001', 'n51002020002', 'n51002020003', 'n51002020004', 'n51002020005', 'n51002020006', 'n51002020007', 'n51002020008', 'n51002020009')","('If', 'you have died', 'with', 'Christ', 'away from', 'the', 'principles', 'of the', 'world')","('Εἰ', 'ἀπεθάνετε', 'σὺν', 'Χριστῷ', 'ἀπὸ', 'τῶν', 'στοιχείων', 'τοῦ', 'κόσμου')","why, as if you were still alive in the world, do you submit to regulations?","('n51002020010', 'n51002020011', 'n51002020012', 'n51002020013', 'n51002020014', 'n51002020015')","('why', 'as if', 'living', 'in', '[the] world', 'do you submit to decrees')","('τί', 'ὡς', 'ζῶντες', 'ἐν', 'κόσμῳ', 'δογματίζεσθε')",pass,Protasis IDs duplicated,"[('n51002020001', 'If', 'Εἰ'), ('n51002020002', 'you have died', 'ἀπεθάνετε'), ('n51002020003', 'with', 'σὺν'), ('n51002020004', 'Christ', 'Χριστῷ'), ('n51002020005', 'away from', 'ἀπὸ'), ('n51002020006', 'the', 'τῶν'), ('n51002020007', 'principles', 'στοιχείων'), ('n51002020008', 'of the', 'τοῦ'), ('n51002020009', 'world', 'κόσμου'), ('n51002020010', 'why', 'τί'), ('n51002020011', 'as if', 'ὡς'), ('n51002020012', 'living', 'ζῶντες'), ('n51002020013', 'in', 'ἐν'), ('n51002020014', '[the] world', 'κόσμῳ'), ('n51002020015', 'do you submit to decrees', 'δογματίζεσθε')]"
